0.000000000000000000e+00 0.0
5.000000000000000000e+00 1.883870959355484986e+00
1.000000000000000000e+01 3.783791758216875412e+00
1.500000000000000000e+01 5.684315247198308718e+00
2.000000000000000000e+01 7.611343505241183749e+00
2.500000000000000000e+01 9.525789488136156891e+00
3.000000000000000000e+01 1.138334800502885713e+01
3.500000000000000000e+01 1.324706459811449655e+01
4.000000000000000000e+01 1.510669911755409345e+01
4.500000000000000000e+01 1.696261338518698736e+01
5.000000000000000000e+01 1.881454319862408653e+01
5.500000000000000000e+01 2.075044248572250538e+01
6.000000000000000000e+01 2.260391010109781718e+01
6.500000000000000000e+01 2.445401041668778319e+01
7.000000000000000000e+01 2.630845427780571555e+01
7.500000000000000000e+01 2.818398351400968593e+01
8.000000000000000000e+01 3.006480415101600201e+01
