  0.10000E+00  0.99978E+02  0.34995E+01  0.47995E-03  0.23485E-01
  0.20000E+00  0.99956E+02  0.34991E+01  0.47990E-03  0.23487E-01
  0.30000E+00  0.99934E+02  0.34986E+01  0.47985E-03  0.23488E-01
  0.40000E+00  0.99889E+02  0.34982E+01  0.47980E-03  0.23491E-01
  0.50000E+00  0.99845E+02  0.34977E+01  0.47975E-03  0.23493E-01
  0.60000E+00  0.99801E+02  0.34973E+01  0.47970E-03  0.23494E-01
  0.70000E+00  0.99756E+02  0.34968E+01  0.47965E-03  0.23495E-01
  0.80000E+00  0.99712E+02  0.34964E+01  0.47960E-03  0.23497E-01
  0.90000E+00  0.99668E+02  0.34959E+01  0.47955E-03  0.23498E-01
  0.10000E+01  0.99623E+02  0.34955E+01  0.47950E-03  0.23500E-01
  0.11000E+01  0.99579E+02  0.34950E+01  0.47946E-03  0.23501E-01
  0.12000E+01  0.99535E+02  0.34946E+01  0.47941E-03  0.23503E-01
  0.13000E+01  0.99490E+02  0.34941E+01  0.47936E-03  0.23504E-01
  0.14000E+01  0.99446E+02  0.34937E+01  0.47931E-03  0.23505E-01
  0.15000E+01  0.99402E+02  0.34932E+01  0.47926E-03  0.23507E-01
  0.16000E+01  0.99357E+02  0.34928E+01  0.47921E-03  0.23508E-01
  0.17000E+01  0.99313E+02  0.34923E+01  0.47916E-03  0.23510E-01
  0.18000E+01  0.99269E+02  0.34919E+01  0.47911E-03  0.23511E-01
  0.19000E+01  0.99224E+02  0.34914E+01  0.47906E-03  0.23513E-01
  0.20000E+01  0.99180E+02  0.34910E+01  0.47901E-03  0.23514E-01
  0.21000E+01  0.99136E+02  0.34905E+01  0.47896E-03  0.23515E-01
  0.22000E+01  0.99092E+02  0.34901E+01  0.47891E-03  0.23517E-01
  0.23000E+01  0.99047E+02  0.34896E+01  0.47886E-03  0.23518E-01
  0.24000E+01  0.99003E+02  0.34892E+01  0.47881E-03  0.23520E-01
  0.25000E+01  0.98959E+02  0.34887E+01  0.47876E-03  0.23521E-01
  0.26000E+01  0.98914E+02  0.34883E+01  0.47871E-03  0.23523E-01
  0.27000E+01  0.98870E+02  0.34878E+01  0.47867E-03  0.23524E-01
  0.28000E+01  0.98826E+02  0.34874E+01  0.47862E-03  0.23526E-01
  0.29000E+01  0.98781E+02  0.34869E+01  0.47857E-03  0.23527E-01
  0.30000E+01  0.98737E+02  0.34865E+01  0.47852E-03  0.23528E-01
  0.31000E+01  0.98693E+02  0.34860E+01  0.47847E-03  0.23530E-01
  0.32000E+01  0.98648E+02  0.34856E+01  0.47842E-03  0.23531E-01
  0.33000E+01  0.98604E+02  0.34851E+01  0.47837E-03  0.23533E-01
  0.34000E+01  0.98560E+02  0.34847E+01  0.47832E-03  0.23534E-01
  0.35000E+01  0.98515E+02  0.34842E+01  0.47827E-03  0.23536E-01
  0.36000E+01  0.98471E+02  0.34838E+01  0.47822E-03  0.23537E-01
  0.37000E+01  0.98427E+02  0.34833E+01  0.47817E-03  0.23538E-01
  0.38000E+01  0.98382E+02  0.34829E+01  0.47812E-03  0.23540E-01
  0.39000E+01  0.98338E+02  0.34824E+01  0.47807E-03  0.23541E-01
  0.40000E+01  0.98294E+02  0.34820E+01  0.47803E-03  0.23543E-01
  0.41000E+01  0.98250E+02  0.34815E+01  0.47798E-03  0.23544E-01
  0.42000E+01  0.98205E+02  0.34811E+01  0.47793E-03  0.23546E-01
  0.43000E+01  0.98161E+02  0.34806E+01  0.47788E-03  0.23547E-01
  0.44000E+01  0.98117E+02  0.34802E+01  0.47783E-03  0.23549E-01
  0.45000E+01  0.98072E+02  0.34798E+01  0.47778E-03  0.23550E-01
  0.46000E+01  0.98028E+02  0.34793E+01  0.47773E-03  0.23551E-01
  0.47000E+01  0.97984E+02  0.34789E+01  0.47768E-03  0.23553E-01
  0.48000E+01  0.97939E+02  0.34784E+01  0.47763E-03  0.23554E-01
  0.49000E+01  0.97895E+02  0.34780E+01  0.47758E-03  0.23556E-01
  0.50000E+01  0.97851E+02  0.34775E+01  0.47753E-03  0.23557E-01
  0.51000E+01  0.97806E+02  0.34771E+01  0.47749E-03  0.23559E-01
  0.52000E+01  0.97762E+02  0.34766E+01  0.47744E-03  0.23560E-01
  0.53000E+01  0.97718E+02  0.34762E+01  0.47739E-03  0.23562E-01
  0.54000E+01  0.97673E+02  0.34757E+01  0.47734E-03  0.23563E-01
  0.55000E+01  0.97629E+02  0.34753E+01  0.47729E-03  0.23564E-01
  0.56000E+01  0.97585E+02  0.34748E+01  0.47724E-03  0.23566E-01
  0.57000E+01  0.97540E+02  0.34744E+01  0.47719E-03  0.23567E-01
  0.58000E+01  0.97496E+02  0.34739E+01  0.47714E-03  0.23569E-01
  0.59000E+01  0.97452E+02  0.34735E+01  0.47709E-03  0.23570E-01
  0.60000E+01  0.97407E+02  0.34730E+01  0.47704E-03  0.23572E-01
  0.61000E+01  0.97363E+02  0.34726E+01  0.47700E-03  0.23573E-01
  0.62000E+01  0.97319E+02  0.34721E+01  0.47695E-03  0.23574E-01
  0.63000E+01  0.97275E+02  0.34717E+01  0.47690E-03  0.23576E-01
  0.64000E+01  0.97230E+02  0.34712E+01  0.47685E-03  0.23577E-01
  0.65000E+01  0.97186E+02  0.34708E+01  0.47680E-03  0.23579E-01
  0.66000E+01  0.97142E+02  0.34703E+01  0.47675E-03  0.23580E-01
  0.67000E+01  0.97097E+02  0.34699E+01  0.47670E-03  0.23582E-01
  0.68000E+01  0.97053E+02  0.34694E+01  0.47665E-03  0.23583E-01
  0.69000E+01  0.97009E+02  0.34690E+01  0.47660E-03  0.23585E-01
  0.70000E+01  0.96964E+02  0.34685E+01  0.47656E-03  0.23586E-01
  0.71000E+01  0.96920E+02  0.34681E+01  0.47651E-03  0.23587E-01
  0.72000E+01  0.96876E+02  0.34676E+01  0.47646E-03  0.23589E-01
  0.73000E+01  0.96831E+02  0.34672E+01  0.47641E-03  0.23590E-01
  0.74000E+01  0.96787E+02  0.34667E+01  0.47636E-03  0.23592E-01
  0.75000E+01  0.96743E+02  0.34663E+01  0.47631E-03  0.23593E-01
  0.76000E+01  0.96698E+02  0.34658E+01  0.47626E-03  0.23595E-01
  0.77000E+01  0.96654E+02  0.34654E+01  0.47621E-03  0.23596E-01
  0.78000E+01  0.96610E+02  0.34649E+01  0.47616E-03  0.23598E-01
  0.79000E+01  0.96565E+02  0.34645E+01  0.47612E-03  0.23599E-01
  0.80000E+01  0.96521E+02  0.34641E+01  0.47607E-03  0.23600E-01
  0.81000E+01  0.96477E+02  0.34636E+01  0.47602E-03  0.23602E-01
  0.82000E+01  0.96433E+02  0.34632E+01  0.47597E-03  0.23603E-01
  0.83000E+01  0.96388E+02  0.34627E+01  0.47592E-03  0.23605E-01
  0.84000E+01  0.96344E+02  0.34623E+01  0.47587E-03  0.23606E-01
  0.85000E+01  0.96300E+02  0.34618E+01  0.47582E-03  0.23608E-01
  0.86000E+01  0.96255E+02  0.34614E+01  0.47577E-03  0.23609E-01
  0.87000E+01  0.96211E+02  0.34609E+01  0.47573E-03  0.23611E-01
  0.88000E+01  0.96167E+02  0.34605E+01  0.47568E-03  0.23612E-01
  0.89000E+01  0.96122E+02  0.34600E+01  0.47563E-03  0.23613E-01
  0.90000E+01  0.96078E+02  0.34596E+01  0.47558E-03  0.23615E-01
  0.91000E+01  0.96034E+02  0.34591E+01  0.47553E-03  0.23616E-01
  0.92000E+01  0.95989E+02  0.34587E+01  0.47548E-03  0.23618E-01
  0.93000E+01  0.95945E+02  0.34582E+01  0.47543E-03  0.23619E-01
  0.94000E+01  0.95901E+02  0.34578E+01  0.47539E-03  0.23621E-01
  0.95000E+01  0.95856E+02  0.34573E+01  0.47534E-03  0.23622E-01
  0.96000E+01  0.95812E+02  0.34569E+01  0.47529E-03  0.23624E-01
  0.97000E+01  0.95768E+02  0.34564E+01  0.47524E-03  0.23625E-01
  0.98000E+01  0.95723E+02  0.34560E+01  0.47519E-03  0.23627E-01
  0.99000E+01  0.95679E+02  0.34555E+01  0.47514E-03  0.23628E-01
  0.10000E+02  0.95635E+02  0.34551E+01  0.47509E-03  0.23629E-01
  0.10100E+02  0.95591E+02  0.34547E+01  0.47505E-03  0.23631E-01
  0.10200E+02  0.95546E+02  0.34542E+01  0.47500E-03  0.23632E-01
  0.10300E+02  0.95502E+02  0.34538E+01  0.47495E-03  0.23634E-01
  0.10400E+02  0.95458E+02  0.34533E+01  0.47490E-03  0.23635E-01
  0.10500E+02  0.95413E+02  0.34529E+01  0.47485E-03  0.23637E-01
  0.10600E+02  0.95369E+02  0.34524E+01  0.47480E-03  0.23638E-01
  0.10700E+02  0.95325E+02  0.34520E+01  0.47475E-03  0.23640E-01
  0.10800E+02  0.95280E+02  0.34515E+01  0.47471E-03  0.23641E-01
  0.10900E+02  0.95236E+02  0.34511E+01  0.47466E-03  0.23642E-01
  0.11000E+02  0.95192E+02  0.34506E+01  0.47461E-03  0.23644E-01
  0.11100E+02  0.95147E+02  0.34502E+01  0.47456E-03  0.23645E-01
  0.11200E+02  0.95103E+02  0.34497E+01  0.47451E-03  0.23647E-01
  0.11300E+02  0.95059E+02  0.34493E+01  0.47446E-03  0.23648E-01
  0.11400E+02  0.95014E+02  0.34488E+01  0.47441E-03  0.23650E-01
  0.11500E+02  0.94970E+02  0.34484E+01  0.47437E-03  0.23651E-01
  0.11600E+02  0.94926E+02  0.34480E+01  0.47432E-03  0.23653E-01
  0.11700E+02  0.94881E+02  0.34475E+01  0.47427E-03  0.23654E-01
  0.11800E+02  0.94837E+02  0.34471E+01  0.47422E-03  0.23655E-01
  0.11900E+02  0.94793E+02  0.34466E+01  0.47417E-03  0.23657E-01
  0.12000E+02  0.94749E+02  0.34462E+01  0.47412E-03  0.23658E-01
  0.12100E+02  0.94704E+02  0.34457E+01  0.47408E-03  0.23660E-01
  0.12200E+02  0.94660E+02  0.34453E+01  0.47403E-03  0.23661E-01
  0.12300E+02  0.94616E+02  0.34448E+01  0.47398E-03  0.23663E-01
  0.12400E+02  0.94571E+02  0.34444E+01  0.47393E-03  0.23664E-01
  0.12500E+02  0.94527E+02  0.34439E+01  0.47388E-03  0.23666E-01
  0.12600E+02  0.94483E+02  0.34435E+01  0.47383E-03  0.23667E-01
  0.12700E+02  0.94438E+02  0.34430E+01  0.47379E-03  0.23669E-01
