0.	-0.8371	29.3353
5.	-0.9080	29.6918
10.	-1.0402	30.4163
15.	-1.2642	31.3677
20.	-1.5402	32.0294
25.	-1.6688	32.4564
30.	-1.6170	32.8621
35.	-1.5848	33.1106
40.	-1.5616	33.3386
45.	-1.5359	33.5159
50.	-1.5527	33.8369
55.	-1.6577	33.9162
60.	-1.6182	33.9675
65.	-1.5896	34.0495
70.	-1.5662	34.1024
75.	-1.5668	34.1307
80.	-1.5670	34.1305
